,userid,placeid,frequency,id,created_at,lng,lat,photos_count,checkins_count,users_count,radius_meters,highlights_count,items_count,max_items_count,spot_categories,state
90,93,316637,1,316637,2010-01-03T03:21:09Z,-97.7633857727,30.2557309927,244,7056,2536,150,41,10,10,"[{'url': '/categories/694', 'name': 'Alamo Drafthouse Cinema'}]",Texas
91,93,381380,1,381380,2010-01-14T18:26:31Z,-98.0938543,30.19603478,10,47,36,75,0,4,10,"[{'url': '/categories/101', 'name': 'Sandwich Shop'}]",Texas
92,93,651371,1,651371,2010-03-06T00:52:14Z,-97.7398252487,30.2673238369,0,296,274,75,0,14,10,"[{'url': '/categories/244', 'name': 'Movie Spot'}]",Texas
113,112,11858,1,11858,2009-04-25T17:35:41Z,-73.9834463596,40.7615853046,9,160,138,75,0,11,10,"[{'url': '/categories/103', 'name': 'Theatre'}]",New York
114,112,11860,1,11860,2009-04-25T17:42:31Z,-73.9842724667,40.7620775667,0,138,53,75,0,7,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",New York
115,112,11975,1,11975,2009-04-26T14:33:18Z,-74.0445041656,40.6891968241,89,928,828,250,15,10,10,"[{'url': '/categories/63', 'name': 'Monument'}]",New York
116,112,11980,1,11980,2009-04-26T14:43:06Z,-74.04561995,40.6904625833,0,31,31,75,0,1,10,"[{'url': '/categories/105', 'name': 'Scenic Lookout'}]",New York
117,112,11985,1,11985,2009-04-26T14:52:36Z,-74.0464138985,40.6904089606,0,29,29,50,0,0,10,"[{'url': '/categories/54', 'name': 'Other - Shopping'}]",New York
118,112,11986,1,11986,2009-04-26T14:56:15Z,-74.0463066,40.6898832167,1,33,33,75,0,2,10,"[{'url': '/categories/16', 'name': 'American'}]",New York
119,112,11990,1,11990,2009-04-26T15:08:04Z,-74.0462207667,40.6903445667,0,41,41,75,0,0,10,"[{'url': '/categories/54', 'name': 'Other - Shopping'}]",New York
122,112,18219,1,18219,2009-07-20T16:03:51Z,-86.0694077833,33.57975885,4,136,112,250,0,7,10,"[{'url': '/categories/78', 'name': 'Racetrack'}]",Alabama
123,112,26985,3,26985,2009-09-22T15:43:18Z,-86.6567230225,33.5176763202,7,228,37,150,2,8,10,"[{'url': '/categories/68', 'name': 'Contemporary Church'}]",Alabama
124,112,38943,4,38943,2009-10-06T23:45:03Z,-86.5921795167,33.5426046,7,89,60,75,1,6,10,"[{'url': '/categories/61', 'name': 'Sports & Outdoors'}]",Alabama
126,112,73968,1,73968,2009-11-01T22:05:25Z,-91.0156278667,30.3511772167,17,273,37,150,0,8,10,"[{'url': '/categories/68', 'name': 'Contemporary Church'}]",Louisiana
127,112,912615,1,912615,2010-04-10T15:40:25Z,-86.6138720512,33.5328811385,10,45,36,250,1,3,10,"[{'url': '/categories/78', 'name': 'Racetrack'}]",Alabama
128,112,4056109,1,4056109,2010-09-19T16:22:53Z,-86.8101668358,33.5101444734,12,80,48,250,0,3,10,"[{'url': '/categories/38', 'name': 'City Park'}]",Alabama
129,112,6343095,1,6343095,2010-10-29T22:28:50Z,-86.595759577,33.549264136,3,56,43,300,0,4,10,"[{'url': '/categories/11', 'name': 'Mall'}]",Alabama
130,112,7339546,1,7339546,2011-05-06T16:09:14Z,-85.203043298,32.851656295,1,0,0,75,0,0,10,"[{'url': '/categories/17', 'name': 'BBQ'}]",Alabama
132,124,127739,1,127739,2009-11-24T17:02:42Z,-73.98371577,40.74355411,0,11,9,75,0,2,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",New York
141,124,158375,1,158375,2009-12-03T03:32:30Z,-73.9807504667,40.7242130833,2,26,21,75,0,1,10,"[{'url': '/categories/28', 'name': 'Dive Bar'}]",New York
142,124,671451,1,671451,2010-03-09T17:32:44Z,-97.7384305,30.2654520235,0,21,21,250,0,3,10,"[{'url': '/categories/263', 'name': 'Interactive > Panel > Business'}]",Texas
144,140,9249,1,9249,2009-02-26T00:58:25Z,-97.739444375,30.2672543395,149,3262,2371,75,13,11,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",Texas
145,140,10396,1,10396,2009-03-29T03:45:21Z,-122.34209775,47.6621568167,1,91,65,75,0,8,10,"[{'url': '/categories/16', 'name': 'American'}]",Washington
146,140,10519,1,10519,2009-04-03T01:07:41Z,-122.3241591333,47.6537454,12,126,101,50,0,10,10,"[{'url': '/categories/86', 'name': 'Seafood'}]",Washington
147,140,10624,2,10624,2009-04-04T18:52:46Z,-122.3569464667,47.6325237667,19,280,167,75,3,10,10,"[{'url': '/categories/16', 'name': 'American'}]",Washington
148,140,11726,1,11726,2009-04-24T00:25:47Z,-122.3335683346,47.6074289134,7,261,165,75,0,10,10,"[{'url': '/categories/47', 'name': 'Modern Hotel'}]",Washington
149,140,13075,1,13075,2009-05-13T02:32:45Z,-97.7468311787,30.2606611305,74,1382,892,100,2,15,10,"[{'url': '/categories/49', 'name': 'Luxury Hotel'}]",Texas
150,140,16209,1,16209,2009-06-28T18:50:53Z,-76.607118845,39.2861089991,4,57,54,100,0,6,10,"[{'url': '/categories/170', 'name': 'Warehouse & Industrial'}]",Maryland
153,140,24767,1,24767,2009-09-13T14:14:52Z,-76.6709661484,39.1798446122,125,5413,2686,1500,4,10,10,"[{'url': '/categories/45', 'name': 'Airport'}]",Maryland
154,140,29996,1,29996,2009-09-26T22:55:00Z,-122.3419046402,47.6614710245,6,160,124,50,3,10,10,"[{'url': '/categories/62', 'name': 'Toys & Games'}]",Washington
155,140,30631,1,30631,2009-09-27T17:58:15Z,-122.3339727843,47.5969531838,15,251,152,50,0,9,10,"[{'url': '/categories/167', 'name': 'Brewery / Microbrewery'}]",Washington
156,140,34076,4,34076,2009-10-02T03:13:44Z,-122.3544471477,47.6515916945,23,409,207,50,0,10,10,"[{'url': '/categories/24', 'name': 'Pub'}]",Washington
157,140,35817,1,35817,2009-10-03T19:47:05Z,-122.3555771667,47.6521973833,0,32,26,75,0,5,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",Washington
158,140,41565,1,41565,2009-10-09T18:51:12Z,-122.35017305,47.6466136333,5,192,88,75,2,10,10,"[{'url': '/categories/97', 'name': 'Saloon'}]",Washington
159,140,43211,1,43211,2009-10-10T21:54:52Z,-122.3658569833,47.6401695833,2,8,7,100,0,1,10,"[{'url': '/categories/153', 'name': 'Other - College & Education'}]",Washington
160,140,47580,1,47580,2009-10-14T17:36:38Z,-122.343736295,47.6236094714,0,83,45,75,1,7,10,"[{'url': '/categories/136', 'name': 'Arts'}]",Washington
162,140,61150,1,61150,2009-10-24T20:25:41Z,-122.3497971725,47.6502383759,7,148,89,75,2,8,10,"[{'url': '/categories/101', 'name': 'Sandwich Shop'}]",Washington
164,140,77367,1,77367,2009-11-04T01:52:15Z,-122.4086944093,37.7858249721,3,110,86,50,0,9,10,"[{'url': '/categories/18', 'name': 'Asian'}]",California
165,140,77383,1,77383,2009-11-04T02:02:42Z,-122.4039709568,37.7719274835,9,224,181,200,0,9,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",California
166,140,78568,1,78568,2009-11-04T20:39:22Z,-122.3574265,47.65304835,2,85,33,75,0,6,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",Washington
167,140,85656,1,85656,2009-11-07T21:02:08Z,-122.4084483568,37.7887802124,11,236,181,50,4,10,10,"[{'url': '/categories/123', 'name': 'Breakfast'}]",California
168,140,126394,1,126394,2009-11-24T01:55:39Z,-122.4085080597,37.7889411532,2,120,96,75,1,4,10,"[{'url': '/categories/19', 'name': 'Italian'}]",California
172,140,658655,1,658655,2010-03-07T00:35:57Z,-122.4034452438,37.7844862807,1,41,40,50,0,2,10,"[{'url': '/categories/74', 'name': 'Arcade'}]",California
173,140,731182,13,731182,2010-03-17T21:15:29Z,-122.3496299333,47.6503186,27,165,48,75,0,10,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",Washington
177,153,9241,1,9241,2009-02-25T18:14:34Z,-97.7537029982,30.2707337816,470,14967,3498,100,46,10,10,"[{'url': '/categories/422', 'name': 'Whole Foods'}]",Texas
178,153,9246,1,9246,2009-02-25T23:03:57Z,-97.7395677567,30.2636079743,555,17323,6511,500,15,12,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas
179,153,9247,1,9247,2009-02-25T23:07:47Z,-97.7385485172,30.265294493,149,6855,3445,75,7,10,10,"[{'url': '/categories/47', 'name': 'Modern Hotel'}]",Texas
180,153,13299,1,13299,2009-05-16T18:18:47Z,-97.7519488335,30.2444426402,117,1734,1152,75,9,10,10,"[{'url': '/categories/124', 'name': 'Diner'}]",Texas
181,153,17600,2,17600,2009-07-13T17:31:33Z,-97.7494597435,30.2369534281,56,853,526,75,5,10,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",Texas
182,153,19018,1,19018,2009-07-27T22:25:17Z,-97.7484939,30.2591844833,25,557,331,75,0,10,10,"[{'url': '/categories/16', 'name': 'American'}]",Texas
183,153,20843,1,20843,2009-08-13T17:19:49Z,-97.7423036098,30.2789801689,38,935,601,50,6,10,10,"[{'url': '/categories/160', 'name': 'Indian'}]",Texas
184,153,46556,1,46556,2009-10-13T18:57:40Z,-97.7283578672,30.2687415628,72,941,595,75,3,10,10,"[{'url': '/categories/82', 'name': 'French'}]",Texas
185,153,68431,1,68431,2009-10-29T22:44:56Z,-97.7422526479,30.3870432991,19,304,215,75,0,11,10,"[{'url': '/categories/16', 'name': 'American'}]",Texas
186,153,87899,1,87899,2009-11-08T19:53:33Z,-97.7490263167,30.2515346167,86,762,542,50,2,10,10,"[{'url': '/categories/16', 'name': 'American'}]",Texas
187,153,157860,1,157860,2009-12-03T00:36:07Z,-97.72477498,30.26135282,1,62,52,75,0,6,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",Texas
188,153,249470,1,249470,2009-12-22T02:04:19Z,-97.751794,30.288568,0,91,52,100,0,7,10,"[{'url': '/categories/55', 'name': 'Other - Parks '}]",Texas
189,153,259919,1,259919,2009-12-23T20:42:12Z,-95.2766990662,29.6540457668,95,4013,1862,1500,2,13,10,"[{'url': '/categories/45', 'name': 'Airport'}]",Texas
190,153,261214,1,261214,2009-12-23T23:47:43Z,-96.8521213531,32.8453777818,19,783,486,250,0,10,10,"[{'url': '/categories/224', 'name': 'Terminal'}]",Texas
191,153,479875,1,479875,2010-01-30T19:48:27Z,-97.890997231,30.256495551,36,333,188,75,0,10,10,"[{'url': '/categories/229', 'name': 'Flower Shop'}]",Texas
192,153,579580,1,579580,2010-02-19T01:54:27Z,-95.7521341,29.7586424,1,12,12,75,0,2,10,"[{'url': '/categories/16', 'name': 'American'}]",Texas
193,153,671606,1,671606,2010-03-09T17:36:07Z,-97.7401685715,30.2635153076,9,375,346,250,0,10,10,"[{'url': '/categories/285', 'name': 'Interactive > Keynote'}]",Texas
194,153,671698,1,671698,2010-03-09T17:38:15Z,-97.7401685715,30.2635153076,11,314,309,250,0,10,10,"[{'url': '/categories/285', 'name': 'Interactive > Keynote'}]",Texas
195,153,671886,1,671886,2010-03-09T17:42:38Z,-97.7401685715,30.2635153076,6,157,149,250,0,10,10,"[{'url': '/categories/269', 'name': 'Interactive > Panel > Speakers Series'}]",Texas
196,153,672401,1,672401,2010-03-09T17:54:58Z,-97.7401685715,30.2635153076,5,190,172,250,0,10,10,"[{'url': '/categories/269', 'name': 'Interactive > Panel > Speakers Series'}]",Texas
197,153,688702,1,688702,2010-03-11T23:23:38Z,-97.7382923091,30.263642548,9,164,146,75,0,6,10,"[{'url': '/categories/74', 'name': 'Arcade'}]",Texas
198,153,693942,1,693942,2010-03-12T19:18:49Z,-97.7393244004,30.2625321506,8,447,387,150,0,6,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas
199,153,694026,1,694026,2010-03-12T19:29:46Z,-97.7406958,30.2641051,2,180,153,150,0,7,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas
200,153,694724,1,694724,2010-03-12T21:10:22Z,-97.738173008,30.265350092,0,133,117,75,0,1,10,"[{'url': '/categories/49', 'name': 'Luxury Hotel'}]",Texas
201,153,694764,1,694764,2010-03-12T21:15:34Z,-97.76991218,30.26816189,1,118,110,150,0,2,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas
202,153,695372,2,695372,2010-03-12T22:51:32Z,-97.7382051945,30.2653037595,1,137,110,75,0,2,10,"[{'url': '/categories/49', 'name': 'Luxury Hotel'}]",Texas
203,153,700158,1,700158,2010-03-13T15:27:51Z,-97.7395784855,30.2625330352,5,475,397,150,0,8,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas
204,153,702913,1,702913,2010-03-13T20:07:41Z,-97.7396031418,30.2631727111,3,116,105,150,0,3,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas
205,153,715226,1,715226,2010-03-15T16:21:59Z,-97.7417124821,30.281870452,0,33,22,50,0,1,10,"[{'url': '/categories/232', 'name': 'Conference'}]",Texas
